paper_id,title,size_bytes,sha256,canonical_sha256,abstract_chars,creator_count,section_count,paragraph_count,body_text_chars,figure_count,table_count,math_count,bibitem_count,quality_tier
01KV4JJP7T7TG7CM0XP4S7RG5D,Extreme Image Compression Using Fine-tuned VQGANs,210085,88ee7d671aa5ae273579ab5ee235f10c72a46431e79bd3fb1592dc9549317682,9d3b03b787e36ddda29cc2effa9a0f82f866eefdacc1bb05e43b9b1781a4af17,1609,7,5,28,18995,5,1,87,26,clean
01KV4JK39DQ96NFCNKJSWM16S5,Lossless data compression on GPGPU architectures,72050,23244a8dd0bffd8fea087137a90c76b5f7108e4e1132aac89ce9997351161ddf,600d0fbb4892c82605da7c4a11b107ddfdbb117a79a1b924be75edd3a817a38c,504,1,4,135,14764,3,0,7,16,clean
01KV4JKB7R5HGDF9S16A0B343H,Learned Compression for Compressed Learning,257162,fe6a36084e8578ff85165a70ba51cc8acebf0f4bcd5161ae238ba404083e46c8,30dcfe1c0a728248408d32f2c812c586f008c644cb3c16cb4a7e698e3ad466a0,1833,1,8,51,21582,11,3,130,34,clean
01KV4JN5BCG68MV3BTJGSRSD88,PrefixQuant: Eliminating Outliers by Prefixed Tokens for Large Language Models Quantization,638914,32ef5b882c93d5b633571893b10d61b8620716126a0ad2dc88eb07280d76be4c,233680bf5aa3d839d3fc0dd57cf147b1fb9ef737f926ec9c5bc3218a3287b0fe,1393,6,7,82,35663,64,18,219,42,clean
01KV4JNKAB5MPZ9PBW5XB1DYTQ,Additive Powers-of-Two Quantization: An Efficient Non-uniform Discretization for Neural Networks,711838,a3f36a9726e72913f067a52e471c5d2776c9db282c5a72bd6c7c2a3e12af215d,99c57e698d0f814c5b12067c5785ecd6e57d66957c395a464d7d097facc848b9,1162,1,7,65,36263,12,4,229,26,clean
01KV4JP1D3DMZR3M4FEW1VY7Z1,MuonQ: Enhancing Low-Bit Muon Quantization via Directional Fidelity Optimization,636508,d522765c41ece9aecdd4e643ccbbc23eb648797614e90ea6ca21ab77fafab4ea,9453051cbf5235790c96c9c81046b9670e1e5347b814f85a10011bbdd5a4cfc3,1642,1,7,68,31889,24,8,239,40,clean
01KV4JPDKGJ73S1XQ0FDCR799B,Is Oracle Pruning the True Oracle? – A sanity-check of the pruning paradigm over the past 35 years,483256,9534d3cb2e754c2b0e2279da2c325992b67c8af1b46c46d006d5c19bb316e386,f31442d9c7a3826c12f20e340f918da3b49c0480ebadeb2a57a329de39962857,1497,3,6,117,41244,13,8,71,73,clean
01KV4JPPMS07CPS55359E0RRX0,Exploring 3D Dataset Pruning,1314982,5ae49e07719e82da2449ea0761c058edcfcff4b2c8946eeb488998ff2566bce1,be8cb21686e1b0bedc638e4587938b1fe83a18ee5fdd897ccd0bb457372be6ba,1234,4,7,110,38454,16,7,304,38,clean
01KV4JPTY9TN8ZW2GAMRK6RR3S,CHIP: CHannel Independence-based Pruning for Compact Neural Networks,597735,c612bf61af55621956bd704e959885de020b1bd11b4a0e2fa5c0c81cd1d60963,88b6ce619cf598aff78835b3d67cb74d71ab58e474f027425705983d65af32d5,1580,1,10,77,40255,13,4,202,63,clean
01KV4JQ0ZX3WAPT0QEK69VCQVV,IG-Pruning: Input-Guided Block Pruning for Large Language Models,358845,86f868ba7dc24768a39390ed22ffe5e9135e300940c516f7009ef36b0b63380a,4640f8efc462420a17921611cc830845ae12ed265c8c5de4309fb52ba7f6e93c,1061,1,7,50,26803,5,8,72,49,clean
01KV4JQDGZS8Q993BXZSE0F24Z,Sink-Aware Pruning for Diffusion Language Models,443195,b863a150cbd5bfce8b00c1534f7a85152d7c73ffd32b34424539f4c8840049e8,83fdc2545fc3b9b1c122c1f22b7bff9692102fd799a0feae1cdd86b80feb78b8,994,1,6,61,27101,10,6,78,45,clean
01KV4JQR25FVHQ4MXRWB60Q5WX,SCOP: Scientific Control for Reliable Neural Network Pruning,533457,a5de38806508d3aedf5da431bf49480d0cac9c62809ccf50dcf34e1effcd4078,89f14d66f3bc9577a8ce1d68455ccf4428b2a058d6949afe9a2508d70a27f8db,1447,1,7,321,31508,5,3,154,46,clean
01KV4JRPGAVHE4EK3PABTZE55V,Differentiable Feature Aggregation Search for Knowledge Distillation,553628,458cbca55bc4e339d3ec480093cd106808fe0896c2051f593b256e4d48fc34bc,be4b261f7275c23e3c16f41c7c202aca45151d66caf94fc6f3bfa66e60434b9b,1703,13,6,50,29614,4,5,173,42,clean
01KV4JSE0SYJM7E4QD11HTFF40,Non-asymptotic assisted distillation of quantum coherence,1836973,ffdc4cccce36811b759b68b74dd1997b5b97072969f82438ad746714eb80da83,d648c420acb37a573a3148799b37e5679321265fb9d77c449e4701c471ad327f,1050,3,7,80,37669,4,0,395,58,clean
01KV4JSJ7DKWXARS382D7WW1C6,Generative Dataset Distillation: Balancing Global Structure and Local Details,446812,8d42186e2c4c9e75c68cfa66b751e9999df6db53b628dde44d87ea1dad314dcf,ce91add4d1538dd0a3a7496bed317454973646f3f59c16924c77f8d1553bfb91,1043,1,5,40,23735,6,2,252,44,clean
01KV4JSQ4MK17ADVFEMF5KF67Q,DistillLens: Symmetric Knowledge Distillation Through Logit Lens,1154793,d6f8271bf7983a7628ea8c1246715556e2c615ef34a16b544305902f4db94416,822e28b25eec9dc74b67a8b5813b479749a3c1920cb1aa82f71bd2e888c5a642,1159,5,7,102,39980,8,8,265,35,clean
01KV4JTCBXX9JYPVBW84VRX2R0,Triplet Loss for Knowledge Distillation,768709,fa25ca1dce2c18da49f04b6828b18ad14aba207d722a2bcf15f4eb4ba9793859,cd048835cec3aa71673c49b725f65b62e401286e3fe3bb19fc26258db2022dba,1910,1,6,60,22352,5,5,186,18,clean
01KV4JW5XM5QZKJWYFH75S2CV3,On the solution existence and stability of polynomial optimization problems,1987957,f1e45c552b1b04c4ba8b3a00fcf4b6e9182d3471ff088ee5275872555122137d,a3d66a34dbc716760c0329c926146d55419f919e425156a5f17eb2275c1665c5,725,1,6,146,49832,0,0,801,23,clean
01KV4JWAN4GGCAKJYEYEHQZTPX,Optimal Design of Frame Structures with Mixed Categorical and Continuous Design Variables Using the Gumbel-Softmax MethodThis is a preprint of an article published in Structural and Multidisciplinary Optimization. The final authenticated version is available online at: https://doi.org/10.1007/s00158-024-03745-7.,2186583,55bf1815e526700c83f6a13a5c3c9191508112f1b017af78d785b14c0f135868,a9fce3ea73730e986f15ffba41950a059f614c03d318a46878e14c494ea036ca,1272,4,6,84,63648,9,5,506,50,clean
01KV4JX522A72K854V3ZTR16K9,Evaluating Open-Source Vision-Language Models for Multimodal Sarcasm Detection,199181,40dd93741d18faa5dfe4a2e6053a9ba8c50271e3926e99add0937855e5f603c9,e1406dc95bc9f7a46f7f65e23410d4d8bc7ec82411b498fc19f218bf9ab6c3b0,1043,4,5,81,20941,1,4,17,46,clean
01KV4JY2KBQ6ATZHZ7WAEKBYBY,Speculative Decoding: Exploiting Speculative Execution for Accelerating Seq2seq Generation,713546,51441541f41d8952b3e7cf6233ba142e81f35aac017e6acd2e8fee54b87eea37,751a71be2fbaeb2e33c1696b7147798737a0bd722139a48b9f786cab79239005,1571,1,8,86,38961,6,16,307,43,clean
01KV4JYC5282PRBRTP0XDD0X78,Speculative Safety-Aware Decoding WARNING: This paper contains model outputs that may be considered offensive.,629858,4ca758881bbefcf7a9dfa24ede69ed3d27e6d0c76c62734449359883992a621e,84e37293acfae37e855d66c4bb40246df3b526ced826a8ac501f8c7a2baed41d,1370,1,9,82,38496,3,10,206,62,clean
01KV4JYGVN2ZBWQAENDA6KX2EN,Tutorial Proposal:Speculative Decoding for Efficient LLM Inference,114782,eaaa5111de4ba9f0dbba74968b9c5b3b876cfb0b4a2e256432ec59618c3dadb1,c2d18a36679723b012014f663005ce07a8a38c9079c0f369952b42d8cf74cba9,1120,1,8,58,13453,0,0,11,33,clean
01KV4JYNZKK14VTVXF9B8M06AQ,Speculative Speculative Decoding,3818300,a742166da665e42554a59f0616fa310b072eaf8a404c44b5486f25e3989dd973,86766a1f4e53f5acca5ea47e1bcc9d7ff037d5ac8cf5be4ce09a25db4373d3af,1126,1,7,177,60939,13,3,772,45,clean
01KV4JYZPTXV3S8JJSX6EG778F,PolyKV: A Shared Asymmetrically-Compressed KV Cache Poolfor Multi-Agent LLM Inference,251334,b001673c3674ce6d31de78d5502f756aff74c2bb7be5b994db523b47448e81e5,ed5add109e78e82f52b8179777b12a228803c318ae5733022e48bafe4fa37f35,1498,2,9,87,15880,0,6,164,20,clean
01KV4JZ53Z5V01XNKF1MMBCHYD,ReST-KV: Robust KV Cache Eviction with Layer-wise Output Reconstruction and Spatial-Temporal Smoothing,1482287,8b40ad4e61d58aa9e49d491a8f648a614ae0d7629212e91838c1afd33d547e3c,3c92e0a20babfd0f28359475f92535f0617d43cbfaed7a9507290321bf37bb29,1638,1,6,216,48305,29,17,303,40,clean
01KV4JZVT81S6MY7K0Q3JM4HWC,Knowledge Packs: Zero-Token Knowledge Deliveryvia KV Cache Injection,266488,526d96bf7d9fd5d43e34ae1c0979a9424353116946752c973a846c77050601c1,e5d1d83326a8e86ae4051ed62ff130a842c0aa2f2e8ee5534e5ae7326c9a6d4f,1077,1,7,88,17546,3,10,123,22,clean
01KV4K0KB1HHAKG50ME71M4SA5,E-BATCH: Energy-Efficient and High-Throughput RNN Batching,297484,8c292c8a8873072e50de176eb8a0cf44fad4c0312c97d8e1b8e99d438c4a001e,25f6560d3dda4f8cdc93e20b61d47e0a6a5932695f9f373eb9b6d57a12e5f0d1,1357,1,9,75,52210,19,2,87,31,clean
01KV4K1T9HQRF3RV3MMMGGQ4DR,QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving,648840,e4d17c6855bb08b4d47a24e2cf20aac199f5f43d65227210d3f38dc6bad1d7b8,4ed97869be423af91fc7de27e6fa532f8382f3cb1b48db3f5c75990e6b8fb03f,1856,7,9,133,56503,19,6,240,45,clean
01KV4K25090XHYNSJ2F28T3GT2,SLOs-Serve: Optimized Serving of Multi-SLO LLMs,1296206,9cedd6cb48e98ba45cd98a52d0bfe36033c58154f55d834a7f73c9728518b1d5,b2e1c7b47c6ca724d0b3ee53677988e95c8429a86d81eab17b31e51105199e8a,938,5,9,119,49902,25,5,207,42,clean
01KV4K2EW8QH3PWXPS6BA612C8,The CAP Principle for LLM Serving: A Survey of Long-Context Large Language Model Serving,439738,a303cfd60bb850aff62fb2fa87ef82b614c3f04bf3eeef2c55feaf1c09bdeff6,9b84fcff28345b1b18f49ef6f84e8b28929baef0afff6bc075c436277f3d4a5e,1231,1,3,96,42111,7,7,24,115,clean
01KV4K2MH4MEZDE8SWFCJW2KF9,Software-Defined Agentic Serving,108383,ceb60d5de9bd6aa279527382756a81b62f24d8e3116a84c525367c28741d911f,bc4f5e9caf4ab29152f450ffb13b12758576f37c88bec0f9a0f1428da134dc77,550,5,5,56,27641,10,1,9,18,clean
01KV4K364XDYHDBHC4R950RB8J,An implementation of the “Guess who?” game using CLIP,72259,2b3432a4436b0529aef34dc610a78f49225122b9e8c1a74a13429272a868a999,3d4f02f115e88f731d25a0cc07908728fdb7c966fdd5bef7cba56b33de87ad57,824,2,6,40,16077,7,2,0,12,clean
01KV4K5AM5X08BXTMXAFF0E63E,Semantically Self-Aligned Network for Text-to-Image Part-aware Person Re-identification,585899,57f3690b606e5edb054405aae7eef64f3607ad4ac15b58dedad715f45c4792f3,85a4dd5dc347fa8cdef95c40f03680ef697691bc0b3f73ce3a00175c8415651a,1252,1,6,81,37851,9,5,183,66,clean
01KV4K5GTFWR1P8DADB32F3JR3,MM-Retinal: Knowledge-Enhanced Foundational Pretraining with Fundus Image-Text Expertise,292626,42d8fdd5095bddfc71130b4dd0f02a83cd32334f624d7add86e5d97a1d3582a9,846010f815d995ce1843a5440970c0e163a1905dc745c9ccdfbdd227ba1f80c9,968,7,9,56,24219,5,2,48,36,clean
01KV4K7BBYVAA4QXSTBNCYQYJD,Prompt-Guided Prefiltering for VLM Image Compression,280640,7c4027295e791fb87a98ccccfd93f98a8b4ad9e21555a2e499117ffd5a4e6f6a,d4fc13fd1e00af82a0faf188ffacc7b3529fbc3c018a4a4f97d135f30577fe3c,1207,1,5,47,25588,11,3,127,33,clean
01KVT4G7ASN0YYFQXEX9KQG6KX,Score-based generative models learn manifold-like structures with constrained mixing,275701,c3988df53f30df3cce58037a2d5849f33b54eb542a92f91c491e3fe11cd5842e,5eae92ed40f3cdc70e4c756974045daa04a2cb19dc2b41c75e4a891c8fcfb151,878,1,4,29,18834,4,0,137,8,clean
01KVT4H46TPW6D9CAZDGENASNC,Proposal of a Score Based Approach to Sampling Using Monte Carlo Estimation of Score and Oracle Access to Target Density,1652544,19bc3c03c3cbf41dc7f5996a9eea0368ca1490ec32e166f369597fcbd530125f,43d00c632545565c7cac9861aa44d28a59332970517ba57a41f8f7109ec58f3f,921,1,5,33,15977,3,0,194,11,clean
